sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
recovery_candidate,B07HR1D131,smart_bulb,Electronics,Camera & Photo,ZEUS CCTV 8 Channels standalone Pro Wi-Fi NVR System + 2 Twist in Pro floodlight Surveillance Security Cameras Complete Install Kit with Hard Drive,Electronics Security & Surveillance Surveillance Video Equipment Surveillance NVR Kits,"categories: Electronics Security & Surveillance Surveillance Video Equipment Surveillance NVR Kits | features: 8CH Standalone Pro NVR + 2 Pro floodlight Camera Complete Install Kit. Install within minutes. As simple as screwing in a light bulb. Replace existing floodlight with our flood light camera and get normal bright flood light + a HD Wi-Fi Security Surveillance Camera system for home. 1080P HD Live Stream and Recording Resolution. Color at day. Black/white at night, 100ft IR Camera Night Vision distance, If Floodlight i… | description: …ghtness and illuminate over 100ft equivalent to that of a standard floodlight Floodlights on/off are still controlled by the original floodlight switch",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:cameras|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:cameras,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict|wrong_product,title|features|description,bulb|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0a33b9f5c70fcb5f37a0819a4c0c3556d1699e719cf2f1d04c0dd9ea8b3db9d6
recovery_candidate,B087M1W4YQ,smart_bulb,Electronics,Camera & Photo,"Aputure LS 300X (V-Mount) 2700-6500K Bi-Color LED Video Light, 350W 24300lux@1m Sidus Link App Control, with Silent Fans, Precise CCT Control",Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting,"categories: Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting | features: …fiers SSI Scores Higher Than The Industry Standard. Tungsten SSI: 85; D55 SSI: 74 9 Built-in FX w/ CCT Control: Paparazzi, Strobe, Lightning, Faulty Bulb, TV, Pulsing, Fireworks, Explosion, & Fire 4 Dimming Curves: Linear, Exponential, Logarithmic, & S-Curve 2700-6500K Tunable White Point | details: …llers Rank Continuous Output Lighting 1018 Brand EACHSHOT Connectivity Technology XLR Date First Available April 24, 2020 Hardware Interface Bluetooth Has Self-Timer No Item Weight 24.3 pounds Manufacturer Aputure Package Dimensions 24.5 x 12.5 x 11 inches Wireless Communication Technology R",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb,app control|bluetooth,exclude,high,accessory,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0a4138acc0b6d7334787454c70103eeae17230436c8bdfb5b46616d6f07d67ab
recovery_candidate,B078PF7L4B,smart_bulb,Home_and_Kitchen,Amazon Home,"Nitin Dayllight Lighted Makeup Mirror-Lighted Vanity Mirror With Touch Screen Dimmable,High Definition Clarity Cosmetic Mirror,180° Adjustable Rotation,Tabletop Cosmetic Mirror",Home & Kitchen Home Décor Products Mirrors,"categories: Home & Kitchen Home Décor Products Mirrors | features: Classic Hollywood Look - The hollywood-style bulb layout provide a clean and bright reflection and allow you to get the most natural application of makeup, even at night.perfect for makeup application at any setting, home or professional. (High quality LED bulbs, lifespan of nearly fifty thousand hours, durable.) Natural and Bright Lighting - 6 LED bulbs with warm light ( 3000-4000K color temperature) / daylight ( 50… | description: …make Nitin vanity mirror the most functional, versatile vanity mirror on the market and completely different from other vanity mirrors: *9 LED bulbs available in warm light / daylight options, *S",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict,features|description,bulb|bulbs,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0ac8d7f0c8f43ea5410faf0d1a30e50339d04811439afba0cb7e67e01003e43a
recovery_candidate,B08YT2YMYW,smart_bulb,Electronics,Amazon Devices,Echo Dot (3rd Gen) - Smart speaker with Alexa - Sandstone Sengled Bluetooth Color bulb,,"features: This bundle contains an Echo Dot (3rd Gen) and Sengled Bluetooth Smart Color Bulb. Easily automate your home through smart lighting. Use your voice to turn on your lights, set schedules and change colors. Just say ""Alexa, turn on my Lights."" Meet Echo Dot - Our most popular smart speaker with a fabric design. It is our most compact smart speaker that fits perfectly into small spaces. Designed to protect your privacy …",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:echo|smart_bulb:wrong_product:echo dot|smart_bulb:wrong_product:smart speaker,approved_identity_phrase_absent|wrong_product,title|features,bulb,alexa|sengled|voice control,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0adca01a034c0e169c76a670261ec29d5c50ae2775d0a96420f33d6e7ef327e0
recovery_candidate,B01LCX9QWG,smart_bulb,Home_and_Kitchen,,"Germ Guardian Wi-Fi Bluetooth Smart Voice Control Air Purifier, UV Light Sanitizer Eliminates Germs, Mold, Odors, True HEPA Filters Allergies, Pollen, Smoke, Dust, Pet Dander, 22 inch, CDAP4500BCA","Home & Kitchen Heating, Cooling & Air Quality Air Purifiers HEPA Air Purifiers","categories: Home & Kitchen Heating, Cooling & Air Quality Air Purifiers HEPA Air Purifiers | features: WIFI & BLUETOOTH ENABLED - Monitor and control your GermGuardian air purifier anywhere from the Guardian Technologies App that notifies you and sends important alerts. VOICE CONTROL - Alexa compatible for convenient setting changes. 4-IN-1 AIR PURIFIER FOR HOME - True HEPA air filter reduces up to 99.97% of harmful germs, mold spores, and odor while utilizing a built-in air quality monitor (AQM) that automatically ad… | description: …se in rooms up to 148 sq feet. The easy-to-use smart app allows you to monitor the air quality in your home from EVERYWHERE! This Smart Air Purifier is Voice C",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories,title|features|description,bulb,alexa|bluetooth|voice control|wi fi|wifi,exclude,low,insufficient_evidence,Bulb identity is not explicit in title/categories.,w3-v1.4.0-draft,0b0632f63e3e35ecada2c5bdf409077d2657364017e1391638ba08add7b0cc21
recovery_candidate,B08L37T637,smart_bulb,Electronics,Camera & Photo,1080P 360°Rotate Auto Tracking Panoramic Camera Light Bulb Night Vision Wireless for WiFi PTZ IP Cam Remote Viewing Security E27 Interface Home Security Webcam Two Way Voice,Electronics Camera & Photo Lighting & Studio Photo Studio Backgrounds,"categories: Electronics Camera & Photo Lighting & Studio Photo Studio Backgrounds | features: 111 | description: 1111111111 | details: Best Sellers Rank Dome Surveillance Cameras 3024 Photographic Studio Photo Backgrounds 43553 Brand TT4ALL Color Blue Date First Available January 10, 2021 Item Weight 4.9 Ounces Item model number W870 7X5 Manufacturer TT4ALL Occasion Baptism, Wedding, Christmas, Graduation, Baby Shower, Birthday Product Dimensions 85 x 0.1 x 65 inches Size XL",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:photo studio,approved_identity_phrase_absent|wrong_product,title,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0b115a4877133462bc57b3f85dc62963b276c78053e27b91ccdcb49d853f48db
recovery_candidate,B0BN3LDV7H,smart_bulb,Electronics,Camera & Photo,"LALINCA Light Bulb Camera,1080P 2.4G&5G WiFi Home Security Camera",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | details: Brand LALINCA Connectivity Technology Wireless Date First Available November 28, 2022 Indoor/Outdoor Usage Outdoor, Indoor Item Weight 0.634 ounces Manufacturer LALINCA Package Dimensions 11.73 x 4.65 x 4.49 inches Recommended Uses For Product Indoor,Outdoor Special Feature Night Vision, Motion Sensor",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:light bulb camera|smart_bulb:wrong_product:security camera,approved_identity_phrase_absent|wrong_product,title,bulb|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0b121fe08bac096ef6deaa6d2b2930f662f68d81a68bf97c9d9a5455d9491d09
recovery_candidate,B08JY5QC1T,smart_bulb,Electronics,All Electronics,"DBPOWER L21 LCD Video Projector, Upgraded 5000L 1080P 1920x1080 Supported Full HD Mini Movie Projector with HDMIx2/USBx2/AV Ports, Compatible with Smartphone/VGA/TV/PS4/DVD Ideal for Home Theater (Renewed)",Electronics Video Projectors,"categories: Electronics Video Projectors | features: …, Laptops, Tablets, Speakers, Chrome Book, Blue-ray DVD players, USB Flash Drives, Media players, ipad, iphone and Android Smart phones. NOTE: When connected with smart phones, a Wi-Fi display dongle or HDMI adapter (not included) is required. [INCREDIBLE SPEAKERS AND FAN]: DBPOWER L21 home portable movie projector equipped advanced built-in speakers system, offering excellent loud sound quality without connecting ex… | description: This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products:",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:projector,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,features,bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0b1520e5fa16a87f60b72ca9ad280a6f50d3d516ddfe7318a9fb24bf1ee9a452
recovery_candidate,B01M0VDOGX,smart_bulb,Electronics,Camera & Photo,"Tolifo Bicolor LED Light Panel | CRI95 Slim Video Light (Dimmable) + Mount | 15 Watts, Adjustable Color Temperature 3200K-5600K Studio Light DSLR and Professional Cameras for Photography",Electronics Camera & Photo Lighting & Studio Lighting On-Camera Video Lights,"categories: Electronics Camera & Photo Lighting & Studio Lighting On-Camera Video Lights | features: …llent addition to any photography studio lighting kit 📷 FEATURES: Smart LCD display panel, warm to cold color temperature adjustable LED (3,200 – 5,600k) bulb for outstanding reproduction of colour, dual power design, and hot shoe adapter camera light mount 📷 DESIGN: Light panel is made with a super lightweight aluminum alloy housing, with a portable pocket-sized frame, a dual power supply (DC input adapter or batter… | details: Brand Tolifo Date First Available December 16, 2015 Has Self-Timer No Is Discontinued By Manufacturer No Item Weight 9.2 ounces Item model number Pt-15b PRO Manufact",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,features,bulb,,exclude,high,accessory,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0b2236045bb71c966793ec420ee2e558a89568b34bea7b75a281b57157541ed4
recovery_candidate,B07GSYV7MW,smart_bulb,Home_and_Kitchen,Amazon Home,"Instant Read Meat Thermometer,Brinonac Digital Oven Food Thermometer with Backlight and Calibration for Smoker,Kitchen,Outdoor Cooking and BBQ Grill-Black",Home & Kitchen Kitchen & Dining Kitchen Utensils & Gadgets Thermometers & Timers Meat,"categories: Home & Kitchen Kitchen & Dining Kitchen Utensils & Gadgets Thermometers & Timers Meat | features: …venient. 💖【Switchable & data Hold Function】°F/°C switchable and data hold, unit can be switched by pressing down the button 3 seconds, before drawing from food, press ""bulb"" button, then will hold the temperature reading until pressed again. 💖【Widely Applications】It is frequently used to measure the temperature of food, drinks, protect your health. It can also test the baby shower water temperature, protect the baby'… | details: Age Range (Description) Adult Batteries 1 CR2 batteries required. Brand Brinonac Color Black-01 Date First Available August 24, 2018 Is Discontinued By Manu",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories,features,bulb,,exclude,low,insufficient_evidence,Bulb identity is not explicit in title/categories.,w3-v1.4.0-draft,0b397ee1b63a20ac776f8533667829f35e64aa74844e0ce3a655c753d18e5abc
recovery_candidate,B08JG9W4M8,smart_bulb,Home_and_Kitchen,Amazon Home,"HITECHLIFE USB Air Humidifier,500ml USB Aroma Diffuser Starry Sky Moon Star LED Projector, Cool Mist Humidifier Night Light with Mist Modes & 10 Hours Auto Shut-Off for Home Car Office Spa","Home & Kitchen Heating, Cooling & Air Quality Humidifiers","categories: Home & Kitchen Heating, Cooling & Air Quality Humidifiers | features: [LED Projection Screen]== LED bulb and projection screen are wide and clear. This is the unique place of the crystal LED projector light humidifier, It provides moisturizing air and brings a beautiful starry sky fantasy to enjoy a beautiful life,and create a fairy tale world, make your more relaxed. [500ML Water Tank & Safe Protection]==This USB air humidifier owns a large water tank which can fill 500ml water, no ne… | description: Features:[LED Projection Screen]== LED bulb and projection screen are wide and clear. This is the unique place of the crystal LED projector light humidifier, It provides moisturizin",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:projector,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,features|description,bulb|led bulb,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0b589ac446a3ce0634a4c39ed85d24f6f5ba6477565b0edf2cadf4d58e475d8a
